filename,image_url,mask_url
ISIC_0015193,data/raw/images/train/ISIC_0015193.jpg,
ISIC_0014833,data/raw/images/train/ISIC_0014833.jpg,
ISIC_0001449,data/raw/images/train/ISIC_0001449.jpg,
ISIC_0010092,data/raw/images/train/ISIC_0010092.jpg,
ISIC_0014331,data/raw/images/train/ISIC_0014331.jpg,
ISIC_0000060,data/raw/images/train/ISIC_0000060.jpg,
ISIC_0012178,data/raw/images/train/ISIC_0012178.jpg,
ISIC_0001385,data/raw/images/train/ISIC_0001385.jpg,
ISIC_0015130,data/raw/images/train/ISIC_0015130.jpg,
ISIC_0013082,data/raw/images/train/ISIC_0013082.jpg,
ISIC_0009972,data/raw/images/train/ISIC_0009972.jpg,
ISIC_0011345,data/raw/images/train/ISIC_0011345.jpg,
ISIC_0013737,data/raw/images/train/ISIC_0013737.jpg,
ISIC_0013491,data/raw/images/train/ISIC_0013491.jpg,
ISIC_0000518,data/raw/images/train/ISIC_0000518.jpg,
ISIC_0009948,data/raw/images/train/ISIC_0009948.jpg,
ISIC_0000348,data/raw/images/train/ISIC_0000348.jpg,
ISIC_0013942,data/raw/images/train/ISIC_0013942.jpg,
ISIC_0013806,data/raw/images/train/ISIC_0013806.jpg,
ISIC_0015149,data/raw/images/train/ISIC_0015149.jpg,
ISIC_0000077,data/raw/images/train/ISIC_0000077.jpg,
ISIC_0012167,data/raw/images/train/ISIC_0012167.jpg,
ISIC_0010225,data/raw/images/train/ISIC_0010225.jpg,
ISIC_0014930,data/raw/images/train/ISIC_0014930.jpg,
ISIC_0013326,data/raw/images/train/ISIC_0013326.jpg,
ISIC_0013602,data/raw/images/train/ISIC_0013602.jpg,
ISIC_0006815,data/raw/images/train/ISIC_0006815.jpg,
ISIC_0000075,data/raw/images/train/ISIC_0000075.jpg,
ISIC_0011164,data/raw/images/train/ISIC_0011164.jpg,
ISIC_0015968,data/raw/images/train/ISIC_0015968.jpg,
ISIC_0010220,data/raw/images/train/ISIC_0010220.jpg,
ISIC_0014189,data/raw/images/train/ISIC_0014189.jpg,
ISIC_0014908,data/raw/images/train/ISIC_0014908.jpg,
ISIC_0015636,data/raw/images/train/ISIC_0015636.jpg,
ISIC_0014066,data/raw/images/train/ISIC_0014066.jpg,
ISIC_0010332,data/raw/images/train/ISIC_0010332.jpg,
ISIC_0015330,data/raw/images/train/ISIC_0015330.jpg,
ISIC_0003346,data/raw/images/train/ISIC_0003346.jpg,
ISIC_0012510,data/raw/images/train/ISIC_0012510.jpg,
ISIC_0013836,data/raw/images/train/ISIC_0013836.jpg,
ISIC_0010494,data/raw/images/train/ISIC_0010494.jpg,
ISIC_0006671,data/raw/images/train/ISIC_0006671.jpg,
ISIC_0014683,data/raw/images/train/ISIC_0014683.jpg,
ISIC_0015153,data/raw/images/train/ISIC_0015153.jpg,
ISIC_0000157,data/raw/images/train/ISIC_0000157.jpg,
ISIC_0015173,data/raw/images/train/ISIC_0015173.jpg,
ISIC_0000443,data/raw/images/train/ISIC_0000443.jpg,
ISIC_0009929,data/raw/images/train/ISIC_0009929.jpg,
ISIC_0016043,data/raw/images/train/ISIC_0016043.jpg,
ISIC_0014600,data/raw/images/train/ISIC_0014600.jpg,
ISIC_0010093,data/raw/images/train/ISIC_0010093.jpg,
ISIC_0010571,data/raw/images/train/ISIC_0010571.jpg,
ISIC_0014325,data/raw/images/train/ISIC_0014325.jpg,
ISIC_0000109,data/raw/images/train/ISIC_0000109.jpg,
ISIC_0010187,data/raw/images/train/ISIC_0010187.jpg,
ISIC_0010006,data/raw/images/train/ISIC_0010006.jpg,
ISIC_0015003,data/raw/images/train/ISIC_0015003.jpg,
ISIC_0012699,data/raw/images/train/ISIC_0012699.jpg,
ISIC_0000511,data/raw/images/train/ISIC_0000511.jpg,
ISIC_0014955,data/raw/images/train/ISIC_0014955.jpg,
ISIC_0014433,data/raw/images/train/ISIC_0014433.jpg,
ISIC_0012448,data/raw/images/train/ISIC_0012448.jpg,
ISIC_0015999,data/raw/images/train/ISIC_0015999.jpg,
ISIC_0014867,data/raw/images/train/ISIC_0014867.jpg,
ISIC_0013809,data/raw/images/train/ISIC_0013809.jpg,
ISIC_0014489,data/raw/images/train/ISIC_0014489.jpg,
ISIC_0000006,data/raw/images/train/ISIC_0000006.jpg,
ISIC_0000319,data/raw/images/train/ISIC_0000319.jpg,
ISIC_0013766,data/raw/images/train/ISIC_0013766.jpg,
ISIC_0013146,data/raw/images/train/ISIC_0013146.jpg,
ISIC_0013433,data/raw/images/train/ISIC_0013433.jpg,
ISIC_0015163,data/raw/images/train/ISIC_0015163.jpg,
ISIC_0010238,data/raw/images/train/ISIC_0010238.jpg,
ISIC_0010071,data/raw/images/train/ISIC_0010071.jpg,
ISIC_0014576,data/raw/images/train/ISIC_0014576.jpg,
ISIC_0011123,data/raw/images/train/ISIC_0011123.jpg,
ISIC_0015331,data/raw/images/train/ISIC_0015331.jpg,
ISIC_0000122,data/raw/images/train/ISIC_0000122.jpg,
ISIC_0011124,data/raw/images/train/ISIC_0011124.jpg,
ISIC_0011398,data/raw/images/train/ISIC_0011398.jpg,
ISIC_0010252,data/raw/images/train/ISIC_0010252.jpg,
ISIC_0013181,data/raw/images/train/ISIC_0013181.jpg,
ISIC_0000050,data/raw/images/train/ISIC_0000050.jpg,
ISIC_0000014,data/raw/images/train/ISIC_0000014.jpg,
ISIC_0012814,data/raw/images/train/ISIC_0012814.jpg,
ISIC_0012314,data/raw/images/train/ISIC_0012314.jpg,
ISIC_0001152,data/raw/images/train/ISIC_0001152.jpg,
ISIC_0013690,data/raw/images/train/ISIC_0013690.jpg,
ISIC_0011315,data/raw/images/train/ISIC_0011315.jpg,
ISIC_0013432,data/raw/images/train/ISIC_0013432.jpg,
ISIC_0000423,data/raw/images/train/ISIC_0000423.jpg,
ISIC_0000107,data/raw/images/train/ISIC_0000107.jpg,
ISIC_0014049,data/raw/images/train/ISIC_0014049.jpg,
ISIC_0000508,data/raw/images/train/ISIC_0000508.jpg,
ISIC_0011199,data/raw/images/train/ISIC_0011199.jpg,
ISIC_0007141,data/raw/images/train/ISIC_0007141.jpg,
ISIC_0015950,data/raw/images/train/ISIC_0015950.jpg,
ISIC_0015060,data/raw/images/train/ISIC_0015060.jpg,
ISIC_0013417,data/raw/images/train/ISIC_0013417.jpg,
ISIC_0010178,data/raw/images/train/ISIC_0010178.jpg,
ISIC_0013712,data/raw/images/train/ISIC_0013712.jpg,
ISIC_0015948,data/raw/images/train/ISIC_0015948.jpg,
ISIC_0000053,data/raw/images/train/ISIC_0000053.jpg,
ISIC_0000078,data/raw/images/train/ISIC_0000078.jpg,
ISIC_0000139,data/raw/images/train/ISIC_0000139.jpg,
ISIC_0015008,data/raw/images/train/ISIC_0015008.jpg,
ISIC_0014127,data/raw/images/train/ISIC_0014127.jpg,
ISIC_0011225,data/raw/images/train/ISIC_0011225.jpg,
ISIC_0013094,data/raw/images/train/ISIC_0013094.jpg,
ISIC_0013565,data/raw/images/train/ISIC_0013565.jpg,
ISIC_0014940,data/raw/images/train/ISIC_0014940.jpg,
ISIC_0009982,data/raw/images/train/ISIC_0009982.jpg,
ISIC_0000332,data/raw/images/train/ISIC_0000332.jpg,
ISIC_0014605,data/raw/images/train/ISIC_0014605.jpg,
ISIC_0014723,data/raw/images/train/ISIC_0014723.jpg,
ISIC_0001105,data/raw/images/train/ISIC_0001105.jpg,
ISIC_0014501,data/raw/images/train/ISIC_0014501.jpg,
ISIC_0013493,data/raw/images/train/ISIC_0013493.jpg,
ISIC_0012261,data/raw/images/train/ISIC_0012261.jpg,
ISIC_0005666,data/raw/images/train/ISIC_0005666.jpg,
ISIC_0010016,data/raw/images/train/ISIC_0010016.jpg,
ISIC_0000177,data/raw/images/train/ISIC_0000177.jpg,
ISIC_0014574,data/raw/images/train/ISIC_0014574.jpg,
ISIC_0010480,data/raw/images/train/ISIC_0010480.jpg,
ISIC_0013601,data/raw/images/train/ISIC_0013601.jpg,
ISIC_0000115,data/raw/images/train/ISIC_0000115.jpg,
ISIC_0012358,data/raw/images/train/ISIC_0012358.jpg,
ISIC_0000490,data/raw/images/train/ISIC_0000490.jpg,
ISIC_0013233,data/raw/images/train/ISIC_0013233.jpg,
ISIC_0013499,data/raw/images/train/ISIC_0013499.jpg,
ISIC_0013501,data/raw/images/train/ISIC_0013501.jpg,
ISIC_0013998,data/raw/images/train/ISIC_0013998.jpg,
ISIC_0000420,data/raw/images/train/ISIC_0000420.jpg,
ISIC_0001184,data/raw/images/train/ISIC_0001184.jpg,
ISIC_0012182,data/raw/images/train/ISIC_0012182.jpg,
ISIC_0000167,data/raw/images/train/ISIC_0000167.jpg,
ISIC_0015156,data/raw/images/train/ISIC_0015156.jpg,
ISIC_0015383,data/raw/images/train/ISIC_0015383.jpg,
ISIC_0013935,data/raw/images/train/ISIC_0013935.jpg,
ISIC_0010461,data/raw/images/train/ISIC_0010461.jpg,
ISIC_0011176,data/raw/images/train/ISIC_0011176.jpg,
ISIC_0013192,data/raw/images/train/ISIC_0013192.jpg,
ISIC_0000163,data/raw/images/train/ISIC_0000163.jpg,
ISIC_0014922,data/raw/images/train/ISIC_0014922.jpg,
ISIC_0010047,data/raw/images/train/ISIC_0010047.jpg,
ISIC_0013457,data/raw/images/train/ISIC_0013457.jpg,
ISIC_0011132,data/raw/images/train/ISIC_0011132.jpg,
ISIC_0010607,data/raw/images/train/ISIC_0010607.jpg,
ISIC_0010044,data/raw/images/train/ISIC_0010044.jpg,
ISIC_0000234,data/raw/images/train/ISIC_0000234.jpg,
ISIC_0014458,data/raw/images/train/ISIC_0014458.jpg,
ISIC_0014780,data/raw/images/train/ISIC_0014780.jpg,
ISIC_0013789,data/raw/images/train/ISIC_0013789.jpg,
