image_path,pseudo_mask_path,mean_conf
data/processed/train_unlabeled/images/ISIC_0014794.png,data\pseudo_labels\masks\ISIC_0014794_pseudo.png,0.5670418739318848
data/processed/train_unlabeled/images/ISIC_0013181.png,data\pseudo_labels\masks\ISIC_0013181_pseudo.png,0.40354204177856445
data/processed/train_unlabeled/images/ISIC_0000259.png,data\pseudo_labels\masks\ISIC_0000259_pseudo.png,0.3863249719142914
data/processed/train_unlabeled/images/ISIC_0012719.png,data\pseudo_labels\masks\ISIC_0012719_pseudo.png,0.12166374176740646
data/processed/train_unlabeled/images/ISIC_0012208.png,data\pseudo_labels\masks\ISIC_0012208_pseudo.png,0.06460367888212204
data/processed/train_unlabeled/images/ISIC_0014693.png,data\pseudo_labels\masks\ISIC_0014693_pseudo.png,0.576714277267456
data/processed/train_unlabeled/images/ISIC_0000217.png,data\pseudo_labels\masks\ISIC_0000217_pseudo.png,0.5666127800941467
data/processed/train_unlabeled/images/ISIC_0000075.png,data\pseudo_labels\masks\ISIC_0000075_pseudo.png,0.5796157717704773
data/processed/train_unlabeled/images/ISIC_0000346.png,data\pseudo_labels\masks\ISIC_0000346_pseudo.png,0.4136470556259155
data/processed/train_unlabeled/images/ISIC_0010239.png,data\pseudo_labels\masks\ISIC_0010239_pseudo.png,0.5074703097343445
data/processed/train_unlabeled/images/ISIC_0000079.png,data\pseudo_labels\masks\ISIC_0000079_pseudo.png,0.07595425844192505
data/processed/train_unlabeled/images/ISIC_0013644.png,data\pseudo_labels\masks\ISIC_0013644_pseudo.png,0.05081333592534065
data/processed/train_unlabeled/images/ISIC_0010322.png,data\pseudo_labels\masks\ISIC_0010322_pseudo.png,0.3120947480201721
data/processed/train_unlabeled/images/ISIC_0009895.png,data\pseudo_labels\masks\ISIC_0009895_pseudo.png,0.23846036195755005
data/processed/train_unlabeled/images/ISIC_0015007.png,data\pseudo_labels\masks\ISIC_0015007_pseudo.png,0.5286847352981567
data/processed/train_unlabeled/images/ISIC_0015971.png,data\pseudo_labels\masks\ISIC_0015971_pseudo.png,0.039892926812171936
data/processed/train_unlabeled/images/ISIC_0000337.png,data\pseudo_labels\masks\ISIC_0000337_pseudo.png,0.46662962436676025
data/processed/train_unlabeled/images/ISIC_0000485.png,data\pseudo_labels\masks\ISIC_0000485_pseudo.png,0.3888896107673645
data/processed/train_unlabeled/images/ISIC_0010846.png,data\pseudo_labels\masks\ISIC_0010846_pseudo.png,0.15196596086025238
data/processed/train_unlabeled/images/ISIC_0015255.png,data\pseudo_labels\masks\ISIC_0015255_pseudo.png,0.7009823322296143
data/processed/train_unlabeled/images/ISIC_0011118.png,data\pseudo_labels\masks\ISIC_0011118_pseudo.png,0.14034315943717957
data/processed/train_unlabeled/images/ISIC_0012360.png,data\pseudo_labels\masks\ISIC_0012360_pseudo.png,0.07914197444915771
data/processed/train_unlabeled/images/ISIC_0012406.png,data\pseudo_labels\masks\ISIC_0012406_pseudo.png,0.1155620887875557
data/processed/train_unlabeled/images/ISIC_0013578.png,data\pseudo_labels\masks\ISIC_0013578_pseudo.png,0.0977504551410675
data/processed/train_unlabeled/images/ISIC_0000290.png,data\pseudo_labels\masks\ISIC_0000290_pseudo.png,0.2183694690465927
data/processed/train_unlabeled/images/ISIC_0013424.png,data\pseudo_labels\masks\ISIC_0013424_pseudo.png,0.013754947111010551
data/processed/train_unlabeled/images/ISIC_0000530.png,data\pseudo_labels\masks\ISIC_0000530_pseudo.png,0.2051670253276825
data/processed/train_unlabeled/images/ISIC_0012271.png,data\pseudo_labels\masks\ISIC_0012271_pseudo.png,0.23772567510604858
data/processed/train_unlabeled/images/ISIC_0012235.png,data\pseudo_labels\masks\ISIC_0012235_pseudo.png,0.06981085985898972
data/processed/train_unlabeled/images/ISIC_0014291.png,data\pseudo_labels\masks\ISIC_0014291_pseudo.png,0.1602196991443634
data/processed/train_unlabeled/images/ISIC_0012987.png,data\pseudo_labels\masks\ISIC_0012987_pseudo.png,0.03998810052871704
data/processed/train_unlabeled/images/ISIC_0000215.png,data\pseudo_labels\masks\ISIC_0000215_pseudo.png,0.5490623116493225
data/processed/train_unlabeled/images/ISIC_0015939.png,data\pseudo_labels\masks\ISIC_0015939_pseudo.png,0.1698838472366333
data/processed/train_unlabeled/images/ISIC_0012903.png,data\pseudo_labels\masks\ISIC_0012903_pseudo.png,0.1463899463415146
data/processed/train_unlabeled/images/ISIC_0012814.png,data\pseudo_labels\masks\ISIC_0012814_pseudo.png,0.10055768489837646
data/processed/train_unlabeled/images/ISIC_0013652.png,data\pseudo_labels\masks\ISIC_0013652_pseudo.png,0.5488674640655518
data/processed/train_unlabeled/images/ISIC_0014838.png,data\pseudo_labels\masks\ISIC_0014838_pseudo.png,0.42962005734443665
data/processed/train_unlabeled/images/ISIC_0010006.png,data\pseudo_labels\masks\ISIC_0010006_pseudo.png,0.23180672526359558
data/processed/train_unlabeled/images/ISIC_0015311.png,data\pseudo_labels\masks\ISIC_0015311_pseudo.png,0.41550710797309875
data/processed/train_unlabeled/images/ISIC_0000518.png,data\pseudo_labels\masks\ISIC_0000518_pseudo.png,0.19172176718711853
data/processed/train_unlabeled/images/ISIC_0011362.png,data\pseudo_labels\masks\ISIC_0011362_pseudo.png,0.1756497621536255
data/processed/train_unlabeled/images/ISIC_0000327.png,data\pseudo_labels\masks\ISIC_0000327_pseudo.png,0.6840195059776306
data/processed/train_unlabeled/images/ISIC_0000479.png,data\pseudo_labels\masks\ISIC_0000479_pseudo.png,0.30831480026245117
data/processed/train_unlabeled/images/ISIC_0012253.png,data\pseudo_labels\masks\ISIC_0012253_pseudo.png,0.07872340083122253
data/processed/train_unlabeled/images/ISIC_0010593.png,data\pseudo_labels\masks\ISIC_0010593_pseudo.png,0.09044484794139862
data/processed/train_unlabeled/images/ISIC_0015603.png,data\pseudo_labels\masks\ISIC_0015603_pseudo.png,0.7395652532577515
data/processed/train_unlabeled/images/ISIC_0010444.png,data\pseudo_labels\masks\ISIC_0010444_pseudo.png,0.03621150553226471
data/processed/train_unlabeled/images/ISIC_0010219.png,data\pseudo_labels\masks\ISIC_0010219_pseudo.png,0.1285850554704666
data/processed/train_unlabeled/images/ISIC_0013203.png,data\pseudo_labels\masks\ISIC_0013203_pseudo.png,0.12656128406524658
data/processed/train_unlabeled/images/ISIC_0015153.png,data\pseudo_labels\masks\ISIC_0015153_pseudo.png,0.5272681713104248
data/processed/train_unlabeled/images/ISIC_0012901.png,data\pseudo_labels\masks\ISIC_0012901_pseudo.png,0.050890542566776276
data/processed/train_unlabeled/images/ISIC_0014908.png,data\pseudo_labels\masks\ISIC_0014908_pseudo.png,0.15107852220535278
data/processed/train_unlabeled/images/ISIC_0000047.png,data\pseudo_labels\masks\ISIC_0000047_pseudo.png,0.3080437481403351
data/processed/train_unlabeled/images/ISIC_0013917.png,data\pseudo_labels\masks\ISIC_0013917_pseudo.png,0.06318154186010361
data/processed/train_unlabeled/images/ISIC_0012871.png,data\pseudo_labels\masks\ISIC_0012871_pseudo.png,0.08043108135461807
data/processed/train_unlabeled/images/ISIC_0012758.png,data\pseudo_labels\masks\ISIC_0012758_pseudo.png,0.09228169918060303
data/processed/train_unlabeled/images/ISIC_0014453.png,data\pseudo_labels\masks\ISIC_0014453_pseudo.png,0.07083527743816376
data/processed/train_unlabeled/images/ISIC_0014730.png,data\pseudo_labels\masks\ISIC_0014730_pseudo.png,0.1544647514820099
data/processed/train_unlabeled/images/ISIC_0012333.png,data\pseudo_labels\masks\ISIC_0012333_pseudo.png,0.037293441593647
data/processed/train_unlabeled/images/ISIC_0014929.png,data\pseudo_labels\masks\ISIC_0014929_pseudo.png,0.08651497215032578
data/processed/train_unlabeled/images/ISIC_0013577.png,data\pseudo_labels\masks\ISIC_0013577_pseudo.png,0.09110141545534134
data/processed/train_unlabeled/images/ISIC_0014792.png,data\pseudo_labels\masks\ISIC_0014792_pseudo.png,0.15434083342552185
data/processed/train_unlabeled/images/ISIC_0010215.png,data\pseudo_labels\masks\ISIC_0010215_pseudo.png,0.14043623208999634
data/processed/train_unlabeled/images/ISIC_0015142.png,data\pseudo_labels\masks\ISIC_0015142_pseudo.png,0.3856011629104614
data/processed/train_unlabeled/images/ISIC_0013073.png,data\pseudo_labels\masks\ISIC_0013073_pseudo.png,0.22716760635375977
data/processed/train_unlabeled/images/ISIC_0011161.png,data\pseudo_labels\masks\ISIC_0011161_pseudo.png,0.3392087519168854
data/processed/train_unlabeled/images/ISIC_0000265.png,data\pseudo_labels\masks\ISIC_0000265_pseudo.png,0.20959888398647308
data/processed/train_unlabeled/images/ISIC_0013198.png,data\pseudo_labels\masks\ISIC_0013198_pseudo.png,0.13392359018325806
