image_path,pseudo_mask_path,mean_conf
data/processed/train_unlabeled/images/ISIC_0014794.png,data\pseudo_labels\masks_r2\ISIC_0014794_pseudo_r2.png,0.6567232012748718
data/processed/train_unlabeled/images/ISIC_0013181.png,data\pseudo_labels\masks_r2\ISIC_0013181_pseudo_r2.png,0.2231471836566925
data/processed/train_unlabeled/images/ISIC_0000259.png,data\pseudo_labels\masks_r2\ISIC_0000259_pseudo_r2.png,0.5111810564994812
data/processed/train_unlabeled/images/ISIC_0012719.png,data\pseudo_labels\masks_r2\ISIC_0012719_pseudo_r2.png,0.12214114516973495
data/processed/train_unlabeled/images/ISIC_0012208.png,data\pseudo_labels\masks_r2\ISIC_0012208_pseudo_r2.png,0.05435526371002197
data/processed/train_unlabeled/images/ISIC_0014693.png,data\pseudo_labels\masks_r2\ISIC_0014693_pseudo_r2.png,0.6887619495391846
data/processed/train_unlabeled/images/ISIC_0000217.png,data\pseudo_labels\masks_r2\ISIC_0000217_pseudo_r2.png,0.5542868375778198
data/processed/train_unlabeled/images/ISIC_0000075.png,data\pseudo_labels\masks_r2\ISIC_0000075_pseudo_r2.png,0.5973290205001831
data/processed/train_unlabeled/images/ISIC_0000346.png,data\pseudo_labels\masks_r2\ISIC_0000346_pseudo_r2.png,0.4768110513687134
data/processed/train_unlabeled/images/ISIC_0010239.png,data\pseudo_labels\masks_r2\ISIC_0010239_pseudo_r2.png,0.3738311529159546
data/processed/train_unlabeled/images/ISIC_0000079.png,data\pseudo_labels\masks_r2\ISIC_0000079_pseudo_r2.png,0.10891646891832352
data/processed/train_unlabeled/images/ISIC_0013644.png,data\pseudo_labels\masks_r2\ISIC_0013644_pseudo_r2.png,0.06353050470352173
data/processed/train_unlabeled/images/ISIC_0010322.png,data\pseudo_labels\masks_r2\ISIC_0010322_pseudo_r2.png,0.30663585662841797
data/processed/train_unlabeled/images/ISIC_0009895.png,data\pseudo_labels\masks_r2\ISIC_0009895_pseudo_r2.png,0.20883220434188843
data/processed/train_unlabeled/images/ISIC_0015007.png,data\pseudo_labels\masks_r2\ISIC_0015007_pseudo_r2.png,0.6539264917373657
data/processed/train_unlabeled/images/ISIC_0015971.png,data\pseudo_labels\masks_r2\ISIC_0015971_pseudo_r2.png,0.0315493643283844
data/processed/train_unlabeled/images/ISIC_0000337.png,data\pseudo_labels\masks_r2\ISIC_0000337_pseudo_r2.png,0.4385274648666382
data/processed/train_unlabeled/images/ISIC_0000485.png,data\pseudo_labels\masks_r2\ISIC_0000485_pseudo_r2.png,0.42823323607444763
data/processed/train_unlabeled/images/ISIC_0010846.png,data\pseudo_labels\masks_r2\ISIC_0010846_pseudo_r2.png,0.16558638215065002
data/processed/train_unlabeled/images/ISIC_0015255.png,data\pseudo_labels\masks_r2\ISIC_0015255_pseudo_r2.png,0.6894830465316772
data/processed/train_unlabeled/images/ISIC_0011118.png,data\pseudo_labels\masks_r2\ISIC_0011118_pseudo_r2.png,0.16413447260856628
